trip_no,vcaseid,no,season,vq3,vq4_1,vq4_2,vq4_3,vq4_4,vq4_5,vq4_6,vq4_7,vq4_8,vq4_9,vq4_10,vq4_a1_1,vq4_a1_2,vq4_a1_3,vq4_a1_4,vq4_a1_5,vq4_a1_6,vq4_a1_7,vq4_a1_8,vq4_a1_9,vq4_a1_10,vq4_a2_1,vq4_a2_2,vq4_a2_3,vq4_a2_4,vq4_a2_5,vq4_a2_6,vq4_a2_7,vq4_a2_8,vq4_a2_9,vq4_a2_10,vq4_a3_1,vq4_a3_2,vq4_a3_3,vq4_a3_4,vq4_a3_5,vq4_a3_6,vq4_a3_7,vq4_a3_8,vq4_a3_9,vq4_a3_10,vq4_a4_1,vq4_a4_2,vq4_a4_3,vq4_a4_4,vq4_a4_5,vq4_a4_6,vq4_a4_7,vq4_a4_8,vq4_a4_9,vq4_a4_10,vq4_a5_1,vq4_a5_2,vq4_a5_3,vq4_a5_4,vq4_a5_5,vq4_a5_6,vq4_a5_7,vq4_a5_8,vq4_a5_9,vq4_a5_10,vq4_a6_1,vq4_a6_2,vq4_a6_3,vq4_a6_4,vq4_a6_5,vq4_a6_6,vq4_a6_7,vq4_a6_8,vq4_a6_9,vq4_a6_10,vq4_a7_1,vq4_a7_2,vq4_a7_3,vq4_a7_4,vq4_a7_5,vq4_a7_6,vq4_a7_7,vq4_a7_8,vq4_a7_9,vq4_a7_10,vq4_a8_1,vq4_a8_2,vq4_a8_3,vq4_a8_4,vq4_a8_5,vq4_a8_6,vq4_a8_7,vq4_a8_8,vq4_a8_9,vq4_a8_10,vq4_a9_1,vq4_a9_2,vq4_a9_3,vq4_a9_4,vq4_a9_5,vq4_a9_6,vq4_a9_7,vq4_a9_8,vq4_a9_9,vq4_a9_10,vq4_a10_1,vq4_a10_2,vq4_a10_3,vq4_a10_4,vq4_a10_5,vq4_a10_6,vq4_a10_7,vq4_a10_8,vq4_a10_9,vq4_a10_10,vq4_a11_1,vq4_a11_2,vq4_a11_3,vq4_a11_4,vq4_a11_5,vq4_a11_6,vq4_a11_7,vq4_a11_8,vq4_a11_9,vq4_a11_10,vq4_a12_1,vq4_a12_2,vq4_a12_3,vq4_a12_4,vq4_a12_5,vq4_a12_6,vq4_a12_7,vq4_a12_8,vq4_a12_9,vq4_a12_10,vq4_a13_1,vq4_a13_2,vq4_a13_3,vq4_a13_4,vq4_a13_5,vq4_a13_6,vq4_a13_7,vq4_a13_8,vq4_a13_9,vq4_a13_10,vq4_a14_1,vq4_a14_2,vq4_a14_3,vq4_a14_4,vq4_a14_5,vq4_a14_6,vq4_a14_7,vq4_a14_8,vq4_a14_9,vq4_a14_10,vq4_a15_1,vq4_a15_2,vq4_a15_3,vq4_a15_4,vq4_a15_5,vq4_a15_6,vq4_a16_1,vq4_a16_2,vq4_a16_3,vq4_a16_4,vq4_a16_5,vq4_a16_6,vq4_a16_7,vq4_a16_8,vq4_a16_9,vq4_a16_10,vq4_a17_1,vq4_a17_2,vq4_a17_3,vq4_a17_4,vq4_a17_5,vq4_a17_6,vq4_a17_7,vq4_a17_8,vq4_a18_1,vq4_a18_2,vq4_a18_3,vq4_a18_4,vq4_a18_5,vq4_a18_6,vq4_a18_7,vq4_a18_8,vq4_a18_9,vq4_a18_10,vq4_a19_1,vq4_a19_2,vq4_a19_3,vq4_a19_4,vq4_a19_5,vq4_a19_6,vq4_a19_7,vq4_a19_8,vq4_a19_9,vq4_a19_10,vq4_a20_1,vq4_a20_2,vq4_a20_3,vq4_a20_4,vq4_a20_5,vq4_a20_6,vq4_a20_7,vq4_a20_8,vq4_a20_9,vq4_a20_10,vq4_a21_1,vq4_a21_2,vq4_a21_3,vq4_a21_4,vq4_a21_5,vq4_a21_6,vq4_a21_7,vq4_a21_8,vq4_a21_9,vq4_a21_10,vq4_a22_1,vq4_a22_2,vq4_a22_3,vq4_a22_4,vq4_a22_5,vq4_a22_6,vq4_a22_7,vq4_a22_8,vq4_a22_9,vq4_a22_10,vq5,vq5a,vq5b,vq6,vq6a,vq7,vq7a,vq7b,vq7c_1,vq7c_2,vq7c_3,vq7c_4,vq7c_5,vq7c_6,vq7c_7,vq7c_8,vq7c_9,vq7c_10,vq8,vq9,vq9_1_1,vq9_1_2,vq9_1_3,vq9_2,vq9_3_1,vq9_3_2,vq9_3_3,vq9_3_4,vq9_3_5,vq9_4_1,vq9_4_2,vq9_4_3,vq9_4_4,vq9_4_5,vq10_1,vq10_2,vq10_3,vq10_4,vq10_5,vq10_6,vq10_7,vq10a_1,vq10a_2,vq10b_1,vq10b_2,vq10c_1,vq10c_2,vq11,vq11a,vq11b,vq11c,vq12a,vq12a1,vq12a1_1,vq12a1_2,vq12a1_3,vq12a1_4,vq12a1_5,vq12a2,vq12a3,vq12a4,vq12a5,vq12a6,vq12a7,vq12a8,vq12a8_1_1,vq12a8_1_2,vq12a8_1_3,vq12a8_1_4,vq12a8_1_5,vq12a8_1_6,q12a,q12a1,q12a2,q12a3,q12a4,q12a5,q12a6,q12a7,vq13_1,vq13_2,vq13_3,vq14_1,vq14_2,vq14_3,vq14_4,vq14_5,vq14_6,vq15,vq15a_1,vq15a_2,vq15a_3,vq15a_4,vq15a_5,vq15a_6,vq16_1,vq16_2,vq16_3,vq16_4,vq16_5,vq16_6,vq16_7,vq16_8,vq16_9,vq16_10,vq16a,vb1,vb2,vb3,vb4,vb5,vb6,vb7,weight_q6
17934,99233916,23864,4,12,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1011,1065, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,0,1, , , , , , , , , , , , ,1,6, , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,1, ,2, , , ,7,6,1,3,4,5, ,1, ,6,1,1,1,1, , , , , , ,2500,1750,300,0,450,1250,0,500, , , ,5, , , , , ,2, , , , , , ,101,102,104,201, , , , , , ,102,8,4,5,1,7,6,2,.885003
17314,99216280,22987,4,12,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,388, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,2,1,6, , , , , , , , , , , , ,3,8,4, , ,2, , , , , , , , , , ,1, , , , , , , , , , , , ,1,2,0,0,8,1, , , , , ,9, ,9,1,1,1,1, , , , , , ,2500,0,1250,0,1250,0,0,0, , , ,66, , , , , ,2, , , , , , ,701, , , , , , , , , ,701,10,1,13,2,7,5,1,.432654
17225,99213546,22861,4,12,8,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,809,865, , , , , , , , ,965, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,1,0,1, , , , , , , , , , , , ,1,1, , , , ,4,5, , , ,2,3, , , ,2, , , , , , , , , , ,1, ,1,2,0,0,7,5,1,3,4,5, ,1, ,1,1,9,1,1, , , , , , ,2500,1250,400,0,300,350,1250,200,6,3, ,5, , , , , ,2, , , , , , ,101,102,104,607, , , , , , ,101,11,1,7,2,5,5,2,.916544
16782,99201911,22260,4,12,8,17,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,865, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1706, , , , , , , ,1865, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,1,0,1, , , , , , , , , , , , ,1,7, , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,1, ,1,2,0,0,7,7,1,3,4,5, ,1, ,1,1,7,1,1, , , , , , ,2500,2500,400,0,300,750,625,425, , , ,5, , , , , ,2, , , , , , ,101,102,211,603, , , , , , ,101,11,3,11,2,7,6,2,.975099
16576,99129699,21971,4,12,2, , , , , , , , , , , , , , , , , , , ,206,219, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,0,1, , , , , , , , , , , , ,1,3, , , ,1, , , , , , , , , , ,2, , , , , , , , , , ,1, ,2, , , ,7,5,1,3,4,5, ,1, ,1,1,8,1,1, , , , , , ,2500,1250,350,0,300,500,875,475, , , ,5, , , , , ,2, , , , , , ,101,102,104,501,602, , , , , ,102,10,3,11,4,4,18,2,.86151
16535,99128394,21912,4,12,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,888, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,4,3,6, , , , , , , , , , , , ,3,8,4, , ,2, , , , , , , , , , ,3,6,7, , , , ,2, , , , , ,1,2,0,0,7,1, , , , , ,9, ,9,1,1,1,1, , , , , , ,2500,0,1250,0,1250,0,0,0, , , ,66, , , , , ,2, , , , , , ,701, , , , , , , , , ,701,8,2,13,2,3,1,1,.614594
16348,99122737,21677,4,12,1,19, , , , , , , , ,101, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1929, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,1, , , , , , , , , , , , ,2, , , ,6,1, , , , , ,7, ,9,7,1,1,2,1,3, , , , ,2500,0,625,0,1250,625,0,0,8,5, ,8, , , , , ,2, , , , , , ,501,502,603, , , , , , , ,502,5,5,5,1,7,2,1,2.316955
15066,96233279,20057,4,11,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1820,1865, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,1,0,1, , , , , , , , , , , , ,1,8,4, , ,1, , , , , ,4,6, , , ,2, , , , , , , , , , ,1, ,2, , , ,7,5,1,3,4,5, ,1, ,4,1,9,1,1, , , , , , ,2500,1250,300,0,250,500,1250,200,6, , ,5, , , , , ,2, , , , , , ,101,102,605, , , , , , , ,605,10,3,7,2,2,14,2,.885954
14805,96219409,19789,4,11,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1042,1065, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,1,0,1, , , , , , , , , , , , ,3,8,4, , ,2, , , , , , , , , , ,1, , , , , , , , , , , , ,2, , , ,7,1, , , , , ,9, ,9,1,1,1,1, , , , , , ,2500,0,1250,0,1250,0,0,0, , , ,5, , , , , ,2, , , , , , ,101,102,501,603, , , , , , ,603,6,5,4,3,3,14,2,1.166885
14781,96218227,19762,4,11,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1115, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,1, , , , , , , , , , , , ,1,2,0,0,7,1, , , , , ,9, ,9,1,1,1,1, , , , , , ,2500,0,1250,0,1250,0,0,0,8, , ,8, , , , , ,2, , , , , , ,101,102, , , , , , , , ,101,9,3,8,2,5,16,1,1.067341
14109,96149165,18968,4,11,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,788, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,0,1, , , , , , , , , , , , ,3,8,4, , ,2, , , , , , , , , , ,1, , , , , , , , , , , , ,1,2,0,0,7,1, , , , , ,7, ,7,1,9,1,1, , , , , , ,2500,0,625,0,625,0,1250,0, , , ,66, , , , , ,2, , , , , , ,701, , , , , , , , , ,701,8,3,11,1,1,10,2,.835654
14058,96145194,18910,4,11,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1802,1806,1855, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,2, , , , , , , , , , ,1, ,1,2,0,0,7,5,1,3,4,5, ,1, ,1,1,8,1,1, , , , , , ,2500,1250,400,0,300,750,875,175,8, , ,8, , , , , ,2, , , , , , ,101,209,603, , , , , , , ,101,11,3,13,2,4,4,2,.916499
13888,96133377,18710,4,11,2, , , , , , , , , , , , , , , , , , , ,214,245, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,0,1, , , , , , , , , , , , ,1,5, , , ,2, , , , , , , , , , ,2,4, , , , , , , , , ,1, ,2, , , ,7,5,1,3,4,5, ,2, ,3,1,10,1,1, , , , , , ,2500,1250,50,0,150,350,1750,200, , , ,5, , , , , ,2, , , , , , ,101,501,603, , , , , , , ,101,8,4,5,2,8,1,2,.833058
13612,96113410,18382,4,11,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,421, , , , , , , , , ,517, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,1, , , , , , , , , , , , ,1,2,0,0,7,1, , , , , ,7, ,7,1,9,1,1, , , , , , ,2500,0,625,0,625,0,1250,0,5,7, ,8, , , , , ,2, , , , , , ,101,501,603, , , , , , , ,101,7,3,6,2,6,4,2,.831818
13535,96108269,18286,4,11,2, , , , , , , , , , , , , , , , , , , ,210,225,239, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,1,0,1, , , , , , , , , , , , ,1,6, , , ,88, , , , , , , , , , ,2, , , , , , , , , , ,1, ,2, , , ,7,5,1,3,4,5, ,1, ,1,1,9,1,1, , , , , , ,2500,1250,275,0,300,500,1250,175, , , ,5, , , , , ,2, , , , , , ,101,603, , , , , , , , ,603,11,1,11,4,2,1,2,.917865
18050,99237493,24030,4,11,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1705,1706,1765, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,1,0,1, , , , , , , , , , , , ,1,8,4, , ,1, , , , , ,2,6, , , ,2, , , , , , , , , , ,1, ,1,2,0,0,7,6,1,3,4,5, ,1, ,1,1,7,1,1, , , , , , ,2500,1750,600,0,300,650,625,325,8,1, ,5,6, , , , ,2, , , , , , ,101,102,204, , , , , , , ,101,11,1,6,2,4,7,2,.973005
17430,99219710,23153,4,11,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,909, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,2, , , , , , , , , , ,1, ,1,2,0,0,7,1, , , , , ,7, ,7,1,9,1,1, , , , , , ,2500,0,625,0,625,0,1250,0,8, , ,5, , , , , ,2, , , , , , ,101,102,501,603, , , , , , ,603,9,2,6,2,4,6,2,.914641
16609,99130933,22015,4,11,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,688, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,2,1,6, , , , , , , , , , , , ,3,8,4, , ,2, , , , , , , , , , ,1, , , , , , , , , , , , ,2, , , ,7,1, , , , , ,11, ,1,1,1,1,1, , , , , , ,2500,0,2500,0,0,0,0,0, , , ,66, , , , , ,2, , , , , , ,701, , , , , , , , , ,701,9,5,5,2,6,2,1,.538553
16571,99129541,21964,4,11,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,517, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,1, , , , , , , , , , , , ,1,2,0,0,6,1, , , , , ,9, ,7,1,7,1,1, , , , , , ,2500,0,1250,0,625,0,625,0,6,5,7,8, , , , , ,2, , , , , , ,101,501, , , , , , , , ,101,10,2,5,2,10,3,2,.858884
16159,99117736,21427,4,11,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,422,433, , , , , , , , ,519, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,1, , , , , , , , , , , , ,2, , , ,7,1, , , , , ,7, ,9,1,7,1,1, , , , , , ,2500,0,625,0,1250,0,625,0,7,8,5,3, , , , , ,2, , , , , , ,102,104,501, , , , , , , ,102,11,5,13,2,8,3,1,.826451
15134,96237503,20142,4,10,17, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1706,1712, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,1,0,1, , , , , , , , , , , , ,1,4, , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,1, ,2, , , ,7,4,1,3,4,5, ,1, ,6,1,8,1,1, , , , , , ,2500,750,325,0,450,750,875,100, , , ,5, , , , , ,2, , , , , , ,101,102,211, , , , , , , ,211,7,3,5,2,4,5,2,.831859
14767,96217726,19750,4,10,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,765, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,1,0,1, , , , , , , , , , , , ,1,5, , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,1, ,2, , , ,7,5,1,3,4,5, ,1, ,1,1,9,1,1, , , , , , ,2500,1250,375,0,325,350,1250,200, , , ,5, , , , , ,2, , , , , , ,101,102,603, , , , , , , ,101,10,3,13,2,5,19,2,.861472
14150,96152027,19019,4,10,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1088, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,7,6,6, , , , , , , , , , , , ,3,8,4, , ,2, , , , , , , , , , ,3,6, , , , , ,2, , , , , ,2, , , ,7,1, , , , , ,11, ,1,1,1,1,1, , , , , , ,2500,0,2500,0,0,0,0,0, , , ,66, , , , , ,2, , , , , , ,701, , , , , , , , , ,701,11,2,13,2,2,2,1,.408869
17954,99234634,23893,4,10,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,924,926, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,0,1, , , , , , , , , , , , ,1,4, , , ,2, , , , , , , , , , ,2, , , , , , , , , , ,1, ,2, , , ,7,6,1,3,4,5, ,1, ,4,1,5,1,1, , , , , , ,2500,1750,650,0,250,750,350,500, , , ,5, , , , , ,2, , , , , , ,204,607, , , , , , , , ,204,9,3,6,4,6,4,2,.859675
17744,99228450,23587,4,10,7,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,703,738,765, , , , , , , , , , , , , , , , , ,965, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, ,2,1,0,1, , , , , , , , , , , , ,1,8,4, , ,88, , , , , , , , , , ,2,3, , , , , ,2, , , ,1, ,2, , , ,7,5,1,3,4,5, ,1, ,5,1,9,1,1, , , , , , ,2500,1250,400,0,350,300,1250,200,8, , ,5, , , , , ,2, , , , , , ,101,102,209,607, , , , , , ,101,9,2,11,2,5,5,2,.859717
17607,99224878,23399,4,10,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,806, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2, , ,1,0,1, , , , , , , , , , , , ,1,8,4, , ,2, , , , , , , , , , ,1, , , , , , , , , , , , ,2, , , ,7,1, , , , , ,7, ,9,1,7,1,2,3,5, , , , ,2500,0,625,0,1250,0,625,0,5, , ,5, , , , , ,2, , , , , , ,209,501,603, , , , , , , ,501,5,6,2,1,10,4,2,1.808892
